Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
3404,Count Special Subsequences,count-special-subsequences,"Array,Hash Table,Math,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY2"
3405,Count the Number of Arrays with K Matching Adjacent Elements,count-the-number-of-arrays-with-k-matching-adjacent-elements,"Math,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2"
3406,Find the Lexicographically Largest String From the Box II,find-the-lexicographically-largest-string-from-the-box-ii,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
3407,Substring Matching Pattern,substring-matching-pattern,"String,String Matching","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDUy"
3408,Design Task Manager,design-task-manager,"Hash Table,Design,Heap (Priority Queue),Ordered Set","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDcw"
3409,Longest Subsequence With Decreasing Adjacent Difference,longest-subsequence-with-decreasing-adjacent-difference,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
3410,Maximize Subarray Sum After Removing All Occurrences of One Element,maximize-subarray-sum-after-removing-all-occurrences-of-one-element,"Array,Dynamic Programming,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI5"
3411,Maximum Subarray With Equal Products,maximum-subarray-with-equal-products,"Array,Math,Sliding Window,Enumeration,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY3"
3412,Find Mirror Score of a String,find-mirror-score-of-a-string,"Hash Table,String,Stack,Simulation","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU1"
3413,Maximum Coins From K Consecutive Bags,maximum-coins-from-k-consecutive-bags,"Array,Binary Search,Greedy,Sliding Window,Sorting,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDY4"
3414,Maximum Score of Non-overlapping Intervals,maximum-score-of-non-overlapping-intervals,"Array,Binary Search,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5"
3415,Find Products with Three Consecutive Digits ,find-products-with-three-consecutive-digits,Database,VG9waWNUYWdOb2RlOjYxMDQz
3416,Subsequences with a Unique Middle Mode II,subsequences-with-a-unique-middle-mode-ii,"Array,Hash Table,Math,Combinatorics","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2"
3417,Zigzag Grid Traversal With Skip,zigzag-grid-traversal-with-skip,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
3418,Maximum Amount of Money Robot Can Earn,maximum-amount-of-money-robot-can-earn,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
3419,Minimize the Maximum Edge Weight of Graph,minimize-the-maximum-edge-weight-of-graph,"Binary Search,Depth-First Search,Breadth-First Search,Graph,Shortest Path","VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc2"
3420,Count Non-Decreasing Subarrays After K Operations,count-non-decreasing-subarrays-after-k-operations,"Array,Stack,Segment Tree,Queue,Sliding Window,Monotonic Stack,Monotonic Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDU0,VG9waWNUYWdOb2RlOjYxMDcx"
3421,Find Students Who Improved,find-students-who-improved,Database,VG9waWNUYWdOb2RlOjYxMDQz
3422,Minimum Operations to Make Subarray Elements Equal,minimum-operations-to-make-subarray-elements-equal,"Array,Hash Table,Math,Sliding Window,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDUw"
3423,Maximum Difference Between Adjacent Elements in a Circular Array,maximum-difference-between-adjacent-elements-in-a-circular-array,Array,VG9waWNUYWdOb2RlOjU=
3424,Minimum Cost to Make Arrays Identical,minimum-cost-to-make-arrays-identical,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
3425,Longest Special Path,longest-special-path,"Array,Hash Table,Tree,Depth-First Search,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDY4"
3426,Manhattan Distances of All Arrangements of Pieces,manhattan-distances-of-all-arrangements-of-pieces,"Math,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2"
3427,Sum of Variable Length Subarrays,sum-of-variable-length-subarrays,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4"
3428,Maximum and Minimum Sums of at Most Size K Subsequences,maximum-and-minimum-sums-of-at-most-size-k-subsequences,"Array,Math,Dynamic Programming,Sorting,Combinatorics","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU2"
3429,Paint House IV,paint-house-iv,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
3430,Maximum and Minimum Sums of at Most Size K Subarrays,maximum-and-minimum-sums-of-at-most-size-k-subarrays,"Array,Math,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0"
3431,Minimum Unlocked Indices to Sort Nums,minimum-unlocked-indices-to-sort-nums,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
3432,Count Partitions with Even Sum Difference,count-partitions-with-even-sum-difference,"Array,Math,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY4"
3433,Count Mentions Per User,count-mentions-per-user,"Array,Math,Sorting,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU1"
3434,Maximum Frequency After Subarray Operation,maximum-frequency-after-subarray-operation,"Array,Hash Table,Dynamic Programming,Greedy,Enumeration,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY4"
3435,Frequencies of Shortest Supersequences,frequencies-of-shortest-supersequences,"Array,String,Bit Manipulation,Graph,Topological Sort,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2,VG9waWNUYWdOb2RlOjYxMDY2"
3436,Find Valid Emails,find-valid-emails,Database,VG9waWNUYWdOb2RlOjYxMDQz
3437,Permutations III,permutations-iii,"Array,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0"
3438,Find Valid Pair of Adjacent Digits in String,find-valid-pair-of-adjacent-digits-in-string,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
3439,Reschedule Meetings for Maximum Free Time I,reschedule-meetings-for-maximum-free-time-i,"Array,Greedy,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjU1ODIx"
3440,Reschedule Meetings for Maximum Free Time II,reschedule-meetings-for-maximum-free-time-ii,"Array,Greedy,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDY2"
3441,Minimum Cost Good Caption,minimum-cost-good-caption,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
3442,Maximum Difference Between Even and Odd Frequency I,maximum-difference-between-even-and-odd-frequency-i,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
3443,Maximum Manhattan Distance After K Changes,maximum-manhattan-distance-after-k-changes,"Hash Table,Math,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
3444,Minimum Increments for Target Multiples in an Array,minimum-increments-for-target-multiples-in-an-array,"Array,Math,Dynamic Programming,Bit Manipulation,Number Theory,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY3,VG9waWNUYWdOb2RlOjYxMDc4"
3445,Maximum Difference Between Even and Odd Frequency II,maximum-difference-between-even-and-odd-frequency-ii,"String,Sliding Window,Enumeration,Prefix Sum","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY4"
3446,Sort Matrix by Diagonals,sort-matrix-by-diagonals,"Array,Sorting,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUz"
3447,Assign Elements to Groups with Constraints,assign-elements-to-groups-with-constraints,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
3448,Count Substrings Divisible By Last Digit,count-substrings-divisible-by-last-digit,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
3449,Maximize the Minimum Game Score,maximize-the-minimum-game-score,"Array,Binary Search,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3"
3450,Maximum Students on a Single Bench,maximum-students-on-a-single-bench,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
3451,Find Invalid IP Addresses,find-invalid-ip-addresses,Database,VG9waWNUYWdOb2RlOjYxMDQz
3452,Sum of Good Numbers,sum-of-good-numbers,Array,VG9waWNUYWdOb2RlOjU=
3453,Separate Squares I,separate-squares-i,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
3454,Separate Squares II,separate-squares-ii,"Array,Binary Search,Segment Tree,Line Sweep","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjU2MTE5"
3455,Shortest Matching Substring,shortest-matching-substring,"Two Pointers,String,Binary Search,String Matching","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDUy"
3456,Find Special Substring of Length K,find-special-substring-of-length-k,String,VG9waWNUYWdOb2RlOjEw
3457,Eat Pizzas!,eat-pizzas,"Array,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
3458,Select K Disjoint Special Substrings,select-k-disjoint-special-substrings,"Hash Table,String,Dynamic Programming,Greedy,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
3459,Length of Longest V-Shaped Diagonal Segment,length-of-longest-v-shaped-diagonal-segment,"Array,Dynamic Programming,Memoization,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMz,VG9waWNUYWdOb2RlOjYxMDUz"
3460,Longest Common Prefix After at Most One Removal,longest-common-prefix-after-at-most-one-removal,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
3461,Check If Digits Are Equal in String After Operations I,check-if-digits-are-equal-in-string-after-operations-i,"Math,String,Simulation,Combinatorics,Number Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDU2,VG9waWNUYWdOb2RlOjYxMDY3"
3462,Maximum Sum With at Most K Elements,maximum-sum-with-at-most-k-elements,"Array,Greedy,Sorting,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz"
3463,Check If Digits Are Equal in String After Operations II,check-if-digits-are-equal-in-string-after-operations-ii,"Math,String,Combinatorics,Number Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU2,VG9waWNUYWdOb2RlOjYxMDY3"
3464,Maximize the Distance Between Points on a Square,maximize-the-distance-between-points-on-a-square,"Array,Binary Search,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3"
3465,Find Products with Valid Serial Numbers,find-products-with-valid-serial-numbers,Database,VG9waWNUYWdOb2RlOjYxMDQz
3466,Maximum Coin Collection ,maximum-coin-collection,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
3467,Transform Array by Parity,transform-array-by-parity,"Array,Sorting,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDYy"
3468,Find the Number of Copy Arrays,find-the-number-of-copy-arrays,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
3469,Find Minimum Cost to Remove Array Elements,find-minimum-cost-to-remove-array-elements,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
3470,Permutations IV,permutations-iv,"Array,Math,Combinatorics,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU2,VG9waWNUYWdOb2RlOjYxMDY2"
3471,Find the Largest Almost Missing Integer,find-the-largest-almost-missing-integer,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
3472,Longest Palindromic Subsequence After at Most K Operations,longest-palindromic-subsequence-after-at-most-k-operations,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
3473,Sum of K Subarrays With Length at Least M,sum-of-k-subarrays-with-length-at-least-m,"Array,Dynamic Programming,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY4"
3474,Lexicographically Smallest Generated String,lexicographically-smallest-generated-string,"String,Greedy,String Matching","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUy"
3475,DNA Pattern Recognition ,dna-pattern-recognition,Database,VG9waWNUYWdOb2RlOjYxMDQz
3476,Maximize Profit from Task Assignment,maximize-profit-from-task-assignment,"Array,Greedy,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
3477,Fruits Into Baskets II,fruits-into-baskets-ii,"Array,Binary Search,Segment Tree,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDU1"
3478,Choose K Elements With Maximum Sum,choose-k-elements-with-maximum-sum,"Array,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
3479,Fruits Into Baskets III,fruits-into-baskets-iii,"Array,Binary Search,Segment Tree,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDcw"
3480,Maximize Subarrays After Removing One Conflicting Pair,maximize-subarrays-after-removing-one-conflicting-pair,"Array,Segment Tree,Enumeration,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDY2,VG9waWNUYWdOb2RlOjYxMDY4"
3481,Apply Substitutions,apply-substitutions,"Array,Hash Table,String,Depth-First Search,Breadth-First Search,Graph,Topological Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI2"
3482,Analyze Organization Hierarchy,analyze-organization-hierarchy,Database,VG9waWNUYWdOb2RlOjYxMDQz
3483,Unique 3-Digit Even Numbers,unique-3-digit-even-numbers,"Array,Hash Table,Recursion,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjYxMDY2"
3484,Design Spreadsheet,design-spreadsheet,"Array,Hash Table,String,Design,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUz"
3485,Longest Common Prefix of K Strings After Removal,longest-common-prefix-of-k-strings-after-removal,"Array,String,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3"
3486,Longest Special Path II,longest-special-path-ii,"Array,Hash Table,Tree,Depth-First Search,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDY4"
3487,Maximum Unique Subarray Sum After Deletion,maximum-unique-subarray-sum-after-deletion,"Array,Hash Table,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3"
3488,Closest Equal Element Queries,closest-equal-element-queries,"Array,Hash Table,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx"
3489,Zero Array Transformation IV,zero-array-transformation-iv,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
3490,Count Beautiful Numbers,count-beautiful-numbers,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
3491,Phone Number Prefix,phone-number-prefix,"Array,String,Trie,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5"
3492,Maximum Containers on a Ship,maximum-containers-on-a-ship,Math,VG9waWNUYWdOb2RlOjg=
3493,Properties Graph,properties-graph,"Array,Hash Table,Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0"
3494,Find the Minimum Amount of Time to Brew Potions,find-the-minimum-amount-of-time-to-brew-potions,"Array,Simulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDY4"
3495,Minimum Operations to Make Array Elements Zero,minimum-operations-to-make-array-elements-zero,"Array,Math,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5"
3496,Maximize Score After Pair Deletions,maximize-score-after-pair-deletions,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
3497,Analyze Subscription Conversion ,analyze-subscription-conversion,Database,VG9waWNUYWdOb2RlOjYxMDQz
3498,Reverse Degree of a String,reverse-degree-of-a-string,"String,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
3499,Maximize Active Section with Trade I,maximize-active-section-with-trade-i,"String,Enumeration","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDY2"
3500,Minimum Cost to Divide Array Into Subarrays,minimum-cost-to-divide-array-into-subarrays,"Array,Dynamic Programming,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY4"
3501,Maximize Active Section with Trade II,maximize-active-section-with-trade-ii,"Array,String,Binary Search,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI5"
3502,Minimum Cost to Reach Every Position,minimum-cost-to-reach-every-position,Array,VG9waWNUYWdOb2RlOjU=
3503,Longest Palindrome After Substring Concatenation I,longest-palindrome-after-substring-concatenation-i,"Two Pointers,String,Dynamic Programming,Enumeration","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDY2"
3504,Longest Palindrome After Substring Concatenation II,longest-palindrome-after-substring-concatenation-ii,"Two Pointers,String,Dynamic Programming","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
3505,Minimum Operations to Make Elements Within K Subarrays Equal,minimum-operations-to-make-elements-within-k-subarrays-equal,"Array,Hash Table,Math,Dynamic Programming,Sliding Window,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDUw"
3506,Find Time Required to Eliminate Bacterial Strains,find-time-required-to-eliminate-bacterial-strains,"Array,Math,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw"
3507,Minimum Pair Removal to Sort Array I,minimum-pair-removal-to-sort-array-i,"Array,Hash Table,Linked List,Heap (Priority Queue),Simulation,Doubly-Linked List,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDU4,VG9waWNUYWdOb2RlOjYxMDcw"
3508,Implement Router,implement-router,"Array,Hash Table,Binary Search,Design,Queue,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDcw"
3509,Maximum Product of Subsequences With an Alternating Sum Equal to K,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,"Array,Hash Table,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEz"
3510,Minimum Pair Removal to Sort Array II,minimum-pair-removal-to-sort-array-ii,"Array,Hash Table,Linked List,Heap (Priority Queue),Simulation,Doubly-Linked List,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDU1,VG9waWNUYWdOb2RlOjYxMDU4,VG9waWNUYWdOb2RlOjYxMDcw"
3511,Make a Positive Array,make-a-positive-array,"Array,Greedy,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDY4"
3512,Minimum Operations to Make Array Sum Divisible by K,minimum-operations-to-make-array-sum-divisible-by-k,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
3513,Number of Unique XOR Triplets I,number-of-unique-xor-triplets-i,"Array,Math,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5"
3514,Number of Unique XOR Triplets II,number-of-unique-xor-triplets-ii,"Array,Math,Bit Manipulation,Enumeration","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY2"
3515,Shortest Path in a Weighted Tree,shortest-path-in-a-weighted-tree,"Array,Tree,Depth-First Search,Binary Indexed Tree,Segment Tree","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5"
3516,Find Closest Person,find-closest-person,Math,VG9waWNUYWdOb2RlOjg=
3517,Smallest Palindromic Rearrangement I,smallest-palindromic-rearrangement-i,"String,Sorting,Counting Sort","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcy"
